id,tweet
[1429593276802211845],aku mau vaksin kedua 🧎‍♀️🧎‍♀️🧎‍♀️
[1429593273669021696],"@positiveconten1 yup dlm vaksin ada banyak komponennya: antigen vaksin (inactivated sars-cov-2), adjuvant (garam al… https://t.co/mjdvtvwzqd"
[1429589594329128962],ya allah kasih miracle tbtb ada orang dalem kasih jatah vaksin🙏😭
[1429589578189398016],"@icyamericano berarti nanti dapet vaksin nya jenis astra apa gitu aku lupa, itu dia efek nya emang lebih berasa sih… https://t.co/upvlozipl1"
[1429589542227505152],"@icyamericano wah sama hari ini jga rencana nya aku vaksin ke 2, pas kmrn yg pertama sih aku cmn lemes sama ngantuk aja"
[1429589481309364226],@mmmcapekdeh @ericasugandi @stroberebere @blueyess97 @areajulid coba ke tempat suntiknya.. tanya sama tim vaksinnya… https://t.co/urfzgzxxjc
[1429585560432123906],btw harini sy mw vaksin ke dua 😋
[1429585524608487426],pembaruan dashboard vaksinasi pantau ketersediaan vaksin covid-19 kabupaten/kota di https://t.co/abadvpp15p -… https://t.co/jsezerpq6n
[1429585490429177861],"harap pihak institusi tinggi dan rendah cek mana2 guru, pelajar &amp; kakitangan sama ada sudah divaksin atau belum seb… https://t.co/zsklboaiur"
[1429577949972287492],memang sebelum vaksin tuh harus sarapan kah
[1429570630270164997],"@smilloow @dokterpodcast 1. cdc menyarankan pasienndgn kondisi autoimun sebaiknya divaksin mrna (pfizer,moderna) tp… https://t.co/68esvvjh41"
[1429570355857805315],@najaexohyn wahh samaa. tapi ak vaksin..
[1429570313470181376],"@khairul_hafidz @sfqomhz vaksin tk percaya, tapi bila jual jamu kurus laju je, takdan bunyi loceng korang dah berjual beli"
[1429560533120815105],@convomf bobo dlu sbntr ajaa nder jangan lupa setel alarm ya biar ga telat vaksin
[1429540420388737028],pengembangan vaksin covid-19 berdampak baik pada vaksin hiv yang sudah lma dikembangkan. semoga ada hasil yang memu… https://t.co/pe3ttd74wj
[1429540310837649411],@convomf yg penting gk lebih 56hari sejak pertama kmu vaksin
[1429540248606810112],"@convomf bisaaaa, mamaku waktu itu sakit pas vaksin kedua terus ga vaksin, pas sembuh langsung ke puskesmas dan vaksin disana"
